"","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G3"
"962","M",18,0,1,0,"primary education","primary education",2,3,2,"15-30mins","<2hrs",1,0,1,0,0,1,0,1,1,"excellent","not sure","not sure","low","not sure","very high",2,9,9
"963","M",18,0,1,0,"secondary education","5th-9th grade",2,3,0,"<15mins","<2hrs",1,0,0,0,0,1,0,1,0,"bad","not sure","very low","low","low","very high",0,4,0
"964","M",19,1,1,0,"secondary education","5th-9th grade",1,2,0,"15-30mins","<2hrs",3,0,0,0,1,1,1,0,0,"not sure","low","very low","very low","very low","not sure",4,6,9
"965","M",18,1,1,0,"secondary education","secondary education",1,1,0,"<15mins","2-5hrs",2,0,1,0,1,1,0,1,0,"good","high","very high","very low","not sure","not sure",9,4,8
"966","M",16,0,1,0,"5th-9th grade","5th-9th grade",2,2,0,"15-30mins","<2hrs",0,0,1,0,1,1,1,1,1,"excellent","high","not sure","low","high","high",6,7,8
"967","M",19,1,1,0,"5th-9th grade","primary education",1,3,2,"15-30mins","<2hrs",3,0,0,0,1,0,0,1,1,"good","high","not sure","very low","not sure","very high",4,8,9
"968","F",16,1,1,1,"secondary education","5th-9th grade",2,1,0,"15-30mins","2-5hrs",2,0,1,0,1,1,1,0,1,"bad","very high","very high","very low","very low","very low",8,5,7
"969","F",17,1,1,0,"primary education","primary education",3,1,0,"<15mins","<2hrs",0,0,1,0,1,1,1,0,0,"good","not sure","low","very low","low","very high",9,7,10
"970","M",20,0,1,0,"primary education","primary education",3,3,2,"15-30mins","<2hrs",1,0,1,0,0,1,0,1,1,"good","high","not sure","low","high","high",12,8,10
"971","F",18,0,1,1,"higher education","secondary education",2,2,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"excellent","high","high","not sure","high","low",8,10,10
"972","M",18,0,1,0,"secondary education","5th-9th grade",3,3,0,"15-30mins","<2hrs",0,0,1,0,0,0,1,1,0,"bad","very high","very high","very high","very high","very high",8,9,11
"973","M",19,0,1,0,"primary education","primary education",3,2,2,"30mins-1hr","2-5hrs",1,0,0,0,0,1,1,1,0,"excellent","high","high","not sure","not sure","low",8,10,11
"974","M",17,1,1,0,"secondary education","secondary education",4,3,0,"15-30mins","2-5hrs",1,0,1,0,0,1,1,1,0,"good","very high","high","low","not sure","not sure",4,8,10
"975","M",18,1,0,0,"primary education","secondary education",1,2,0,"<15mins","<2hrs",0,0,0,0,0,1,0,1,1,"good","not sure","not sure","low","not sure","not sure",0,9,9
"976","M",19,0,1,0,"primary education","primary education",3,3,2,"30mins-1hr","<2hrs",1,0,1,0,0,1,1,1,0,"good","high","high","not sure","not sure","very high",4,8,10
"977","F",18,1,1,1,"primary education","5th-9th grade",1,3,0,"15-30mins","2-5hrs",2,0,1,0,0,1,1,0,0,"good","not sure","not sure","very low","very low","very high",2,6,8
"978","F",19,1,0,1,"primary education","primary education",1,3,0,"<15mins","<2hrs",0,0,1,0,0,1,0,0,0,"very bad","high","high","very low","very low","very high",0,6,7
"979","F",18,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","<2hrs",1,0,0,0,0,1,0,1,1,"excellent","very high","very high","very low","very low","not sure",0,8,0
"980","F",17,0,1,0,"none","none",1,3,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","not sure","very low","very low","very high",0,10,11
"981","F",17,0,0,1,"secondary education","primary education",3,1,2,"15-30mins","5-10hrs",0,0,1,1,0,1,0,0,0,"good","low","not sure","low","low","not sure",5,8,8
"982","F",17,1,1,0,"higher education","5th-9th grade",0,2,0,"<15mins","2-5hrs",0,1,1,0,1,1,1,1,0,"excellent","very high","very high","very low","not sure","very high",0,8,0
"983","F",18,0,0,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","2-5hrs",1,0,1,0,1,1,1,1,0,"bad","not sure","not sure","very low","low","high",3,7,8
"984","F",17,1,1,0,"higher education","primary education",4,1,0,"<15mins","<2hrs",0,0,1,0,0,1,1,0,1,"not sure","low","low","very low","very low","very high",0,8,9
"985","F",17,1,0,0,"primary education","5th-9th grade",1,3,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","very high","very low","very low","very low","not sure",0,7,10
"986","F",18,1,1,0,"primary education","primary education",3,3,0,"30mins-1hr","2-5hrs",2,0,0,0,1,1,1,0,1,"not sure","high","high","low","low","very high",3,7,7
"987","F",18,1,1,0,"5th-9th grade","5th-9th grade",2,1,1,"15-30mins","2-5hrs",0,0,0,0,1,0,1,1,0,"good","not sure","very high","very low","very low","very low",2,12,14
"988","F",17,1,1,0,"secondary education","secondary education",2,2,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","not sure","very low","very low","high",0,11,13
"989","F",18,1,0,1,"primary education","5th-9th grade",1,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,1,0,"good","high","not sure","very low","low","high",0,12,14
"990","F",18,1,1,0,"higher education","higher education",0,0,0,"15-30mins","2-5hrs",0,0,0,0,1,0,1,1,0,"good","not sure","very high","very low","low","very low",0,18,18
"991","M",18,1,0,0,"higher education","higher education",2,3,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"excellent","high","very high","very low","very low","very high",3,17,17
"992","F",17,1,1,0,"higher education","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","low","high",0,17,18
"993","F",18,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"30mins-1hr","2-5hrs",1,0,0,0,1,1,1,0,1,"good","not sure","not sure","very low","very low","high",0,9,0
"994","M",18,1,0,0,"primary education","5th-9th grade",1,2,0,"15-30mins","<2hrs",0,0,1,0,0,0,1,0,0,"good","very low","high","very high","very high","very low",8,10,11
"995","M",18,0,1,0,"higher education","higher education",1,2,0,"30mins-1hr","<2hrs",0,0,1,1,1,1,1,1,1,"bad","very high","very high","very low","very low","very low",5,12,14
"996","M",17,0,1,0,"primary education","primary education",3,2,1,"30mins-1hr","<2hrs",0,0,0,0,0,0,0,0,0,"good","low","not sure","not sure","high","high",4,12,14
"997","F",18,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,0,0,1,1,1,"very bad","not sure","very low","very low","very low","low",4,8,10
"998","F",18,1,0,0,"5th-9th grade","5th-9th grade",2,2,1,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","high","very high","very low","high","not sure",0,11,13
"999","F",18,0,0,1,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","very low","very low","very low","very high",0,5,0
"1000","F",18,1,1,0,"primary education","primary education",1,2,0,"30mins-1hr","2-5hrs",1,0,0,0,0,1,0,0,0,"good","high","low","very low","low","low",2,9,10
"1001","F",19,1,1,0,"primary education","primary education",1,2,1,"15-30mins","<2hrs",1,0,0,0,0,1,0,0,0,"excellent","very high","very high","low","not sure","low",0,5,0
"1002","F",17,1,1,0,"higher education","5th-9th grade",0,3,1,"15-30mins",">10hrs",0,0,0,0,0,1,1,1,1,"good","low","not sure","not sure","very low","very high",0,18,18
"1003","F",17,0,0,1,"5th-9th grade","primary education",2,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","not sure","very low","low","low",5,11,12
"1004","F",18,1,0,1,"primary education","primary education",1,2,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,0,1,"excellent","low","not sure","very low","low","not sure",2,8,11
"1005","F",18,1,1,0,"primary education","5th-9th grade",1,1,1,"15-30mins","2-5hrs",0,0,1,0,0,1,0,0,0,"good","very low","very low","very low","very low","high",0,11,12
"1006","F",19,0,1,1,"primary education","primary education",1,1,2,"15-30mins","2-5hrs",3,0,1,0,1,1,0,0,1,"not sure","very high","high","very low","high","very low",0,8,0
"1007","F",18,0,1,0,"5th-9th grade","5th-9th grade",2,3,0,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,1,"good","low","very low","very low","very low","high",5,14,15
"1008","M",17,0,1,0,"higher education","secondary education",2,3,0,"15-30mins","2-5hrs",1,0,1,1,1,0,1,1,1,"good","very high","very high","very low","not sure","low",4,10,11
"1009","F",18,1,1,0,"secondary education","secondary education",2,2,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,1,"excellent","not sure","high","very low","very low","very high",0,10,10
"1010","F",17,0,1,0,"higher education","higher education",0,2,1,"15-30mins","2-5hrs",0,0,1,1,1,1,1,1,0,"good","not sure","not sure","very low","low","very high",2,12,12
"1011","F",17,1,0,1,"secondary education","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,0,1,"very bad","low","not sure","very low","low","very high",0,15,15
"1012","M",18,1,0,0,"primary education","primary education",3,2,1,"15-30mins","<2hrs",0,0,0,0,0,0,1,1,1,"not sure","not sure","low","very low","low","not sure",2,14,14
"1013","F",18,1,0,0,"primary education","primary education",1,2,1,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"excellent","not sure","low","very low","very low","high",0,19,18
"1014","F",18,0,0,1,"primary education","5th-9th grade",1,3,0,"30mins-1hr","2-5hrs",0,0,0,0,0,1,1,0,1,"good","not sure","high","very low","high","very high",0,16,15
"1015","F",18,1,1,0,"secondary education","secondary education",2,2,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","low","very low","not sure","not sure",6,13,13
"1016","F",17,1,0,0,"higher education","higher education",1,1,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"bad","not sure","high","very low","very low","very low",4,15,15
"1017","F",17,0,1,0,"primary education","5th-9th grade",3,2,1,"15-30mins","2-5hrs",0,0,0,0,0,0,1,0,0,"not sure","low","low","very low","low","not sure",0,13,13
"1018","M",18,0,1,0,"primary education","secondary education",1,3,0,"15-30mins","2-5hrs",0,0,1,1,0,1,1,0,0,"not sure","not sure","high","low","high","not sure",0,8,9
"1019","M",18,1,0,0,"higher education","higher education",0,2,0,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,1,"good","low","low","low","low","very high",0,15,16
"1020","F",17,0,1,0,"primary education","primary education",3,2,0,"30mins-1hr","<2hrs",1,0,1,0,0,1,1,1,1,"excellent","low","very low","very low","low","very low",0,8,9
"1021","F",18,1,1,0,"5th-9th grade","secondary education",1,2,1,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,1,"excellent","low","not sure","very low","low","high",0,10,10
"1022","F",18,0,1,0,"higher education","higher education",3,0,1,"30mins-1hr","2-5hrs",0,0,1,0,0,0,1,1,1,"not sure","low","low","high","low","very high",0,7,0
"1023","M",18,0,0,0,"primary education","5th-9th grade",1,2,1,"30mins-1hr","<2hrs",0,0,1,0,1,1,0,1,1,"good","not sure","not sure","low","not sure","not sure",3,9,10
"1024","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,1,0,"<15mins","5-10hrs",0,0,0,0,1,1,1,0,1,"not sure","high","not sure","very low","very low","not sure",8,10,12
"1025","F",17,0,1,0,"primary education","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","very high","very high","very low","not sure","very low",4,7,9
"1026","F",18,0,0,0,"higher education","higher education",3,3,0,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"excellent","high","high","very low","very low","very low",0,15,17
"1027","F",18,0,1,0,"primary education","primary education",3,3,0,">1hr","5-10hrs",0,0,0,0,0,1,1,1,0,"good","not sure","low","very low","low","high",4,10,12
"1028","F",19,0,1,0,"primary education","primary education",1,3,2,"15-30mins","2-5hrs",1,0,1,0,0,1,1,1,1,"good","not sure","not sure","very low","very low","not sure",4,7,9
"1029","F",18,0,0,0,"higher education","higher education",0,2,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","high","not sure","not sure","high","low",1,13,14
"1030","F",18,1,1,0,"secondary education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,1,"good","very low","not sure","very low","low","very low",1,16,16
"1031","F",17,0,1,0,"secondary education","primary education",1,3,0,"<15mins","2-5hrs",0,0,1,0,1,0,1,1,0,"good","very high","high","low","not sure","very low",10,8,9
"1032","M",18,1,1,0,"higher education","higher education",0,0,1,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,0,"not sure","low","high","very low","high","low",4,17,19
"1033","M",18,0,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,0,1,1,1,"good","high","not sure","very low","not sure","very high",0,7,0
"1034","M",17,1,1,0,"5th-9th grade","secondary education",3,2,1,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","high","not sure","very low","very low","not sure",4,14,16
"1035","M",19,0,1,0,"primary education","primary education",3,2,0,"15-30mins","<2hrs",1,0,0,0,0,1,1,0,0,"good","not sure","low","very low","not sure","very high",0,5,0
"1036","M",18,0,1,0,"higher education","5th-9th grade",3,3,1,"15-30mins","<2hrs",1,0,0,1,0,1,1,0,0,"excellent","high","not sure","high","not sure","not sure",0,7,0
"1037","F",18,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins","5-10hrs",0,0,0,0,0,1,1,0,0,"excellent","not sure","not sure","very low","not sure","high",0,14,15
"1038","F",17,1,1,0,"higher education","secondary education",0,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,1,0,"excellent","very high","high","very low","very low","very low",0,6,11
"1039","F",18,0,1,0,"higher education","higher education",0,1,0,"30mins-1hr","<2hrs",0,0,1,0,1,1,1,1,1,"good","high","not sure","low","low","very high",4,7,10
"1040","F",19,0,1,0,"5th-9th grade","secondary education",2,3,0,"<15mins","5-10hrs",1,0,0,0,1,0,1,1,0,"excellent","high","low","very low","low","very high",4,10,10
"1041","F",18,1,0,0,"secondary education","primary education",0,2,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","high","very low","very low","very low",4,15,16
"1042","F",18,1,1,0,"primary education","primary education",3,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,0,0,"very bad","very low","very low","very low","very low","very high",6,11,9
"1043","M",17,1,0,0,"secondary education","primary education",2,2,0,"15-30mins","<2hrs",0,0,0,0,0,0,1,1,0,"bad","high","very high","not sure","high","low",6,10,10
"1044","M",18,0,0,0,"secondary education","5th-9th grade",2,3,0,"30mins-1hr","<2hrs",0,0,0,0,0,0,1,1,0,"good","high","very low","not sure","high","very high",4,10,11
